> ORF 1247	yciX	Clockwise,0.163768
> ORF 4286	bglJ	Clockwise,0.377185
> ORF 4290	leuP	Counterclockwise,-0.431637
> ORF 4293	holD	Clockwise,0.503832
> ORF 4294	rimI	Clockwise,0.598788
> ORF 4301	yjjW	Counterclockwise,0.296699
> ORF 4309	ytjB	Counterclockwise,0.247036
> ORF 4310	serB	Clockwise,0.997142
> ORF 4315	trpR	Clockwise,0.762494
> ORF 4316	yjjX	Counterclockwise,0.451351
> ORF 4317	ytjC	Clockwise,0.558148
> ORF 4318	rob	Counterclockwise,0.196731
> ORF 4319	creA	Clockwise,0.506098
> ORF 4320	creB	Clockwise,0.647736
> ORF 4323	arcA	Counterclockwise,0.274377
> ORF 4324	yjjY	Clockwise,-0.103033
> ORF 4325	yjtD	Clockwise,0.566656
